ICD-10-CM Code,ICD-10-CM Code Description,CCSR Category,CCSR Category Description,Default CCSR (Y/N/X),Rationale,Key-term
T4272XA,"Poisoning by unspecified antiepileptic and sedative-hypnotic drugs, intentional self-harm, initial encounter",MBD012,Suicidal ideation/attempt/intentional self-harm,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T4272XD,"Poisoning by unspecified antiepileptic and sedative-hypnotic drugs, intentional self-harm, subsequent encounter",MBD027,Suicide attempt/intentional self-harm; subsequent encounter,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T428X2A,"Poisoning by antiparkinsonism drugs and other central muscle-tone depressants, intentional self-harm, initial encounter",MBD012,Suicidal ideation/attempt/intentional self-harm,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T428X2D,"Poisoning by antiparkinsonism drugs and other central muscle-tone depressants, intentional self-harm, subsequent encounter",MBD027,Suicide attempt/intentional self-harm; subsequent encounter,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T43012A,"Poisoning by tricyclic antidepressants, intentional self-harm, initial encounter",MBD012,Suicidal ideation/attempt/intentional self-harm,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T43012D,"Poisoning by tricyclic antidepressants, intentional self-harm, subsequent encounter",MBD027,Suicide attempt/intentional self-harm; subsequent encounter,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T43022A,"Poisoning by tetracyclic antidepressants, intentional self-harm, initial encounter",MBD012,Suicidal ideation/attempt/intentional self-harm,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T43022D,"Poisoning by tetracyclic antidepressants, intentional self-harm, subsequent encounter",MBD027,Suicide attempt/intentional self-harm; subsequent encounter,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T431X2A,"Poisoning by monoamine-oxidase-inhibitor antidepressants, intentional self-harm, initial encounter",MBD012,Suicidal ideation/attempt/intentional self-harm,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T431X2D,"Poisoning by monoamine-oxidase-inhibitor antidepressants, intentional self-harm, subsequent encounter",MBD027,Suicide attempt/intentional self-harm; subsequent encounter,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T43202A,"Poisoning by unspecified antidepressants, intentional self-harm, initial encounter",MBD012,Suicidal ideation/attempt/intentional self-harm,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T43202D,"Poisoning by unspecified antidepressants, intentional self-harm, subsequent encounter",MBD027,Suicide attempt/intentional self-harm; subsequent encounter,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T43212A,"Poisoning by selective serotonin and norepinephrine reuptake inhibitors, intentional self-harm, initial encounter",MBD012,Suicidal ideation/attempt/intentional self-harm,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T43212D,"Poisoning by selective serotonin and norepinephrine reuptake inhibitors, intentional self-harm, subsequent encounter",MBD027,Suicide attempt/intentional self-harm; subsequent encounter,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T43222A,"Poisoning by selective serotonin reuptake inhibitors, intentional self-harm, initial encounter",MBD012,Suicidal ideation/attempt/intentional self-harm,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T43222D,"Poisoning by selective serotonin reuptake inhibitors, intentional self-harm, subsequent encounter",MBD027,Suicide attempt/intentional self-harm; subsequent encounter,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T43292A,"Poisoning by other antidepressants, intentional self-harm, initial encounter",MBD012,Suicidal ideation/attempt/intentional self-harm,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T43292D,"Poisoning by other antidepressants, intentional self-harm, subsequent encounter",MBD027,Suicide attempt/intentional self-harm; subsequent encounter,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T433X2A,"Poisoning by phenothiazine antipsychotics and neuroleptics, intentional self-harm, initial encounter",MBD012,Suicidal ideation/attempt/intentional self-harm,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T433X2D,"Poisoning by phenothiazine antipsychotics and neuroleptics, intentional self-harm, subsequent encounter",MBD027,Suicide attempt/intentional self-harm; subsequent encounter,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T434X2A,"Poisoning by butyrophenone and thiothixene neuroleptics, intentional self-harm, initial encounter",MBD012,Suicidal ideation/attempt/intentional self-harm,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T434X2D,"Poisoning by butyrophenone and thiothixene neuroleptics, intentional self-harm, subsequent encounter",MBD027,Suicide attempt/intentional self-harm; subsequent encounter,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T43502A,"Poisoning by unspecified antipsychotics and neuroleptics, intentional self-harm, initial encounter",MBD012,Suicidal ideation/attempt/intentional self-harm,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T43502D,"Poisoning by unspecified antipsychotics and neuroleptics, intentional self-harm, subsequent encounter",MBD027,Suicide attempt/intentional self-harm; subsequent encounter,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T43592A,"Poisoning by other antipsychotics and neuroleptics, intentional self-harm, initial encounter",MBD012,Suicidal ideation/attempt/intentional self-harm,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T43592D,"Poisoning by other antipsychotics and neuroleptics, intentional self-harm, subsequent encounter",MBD027,Suicide attempt/intentional self-harm; subsequent encounter,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T43602A,"Poisoning by unspecified psychostimulants, intentional self-harm, initial encounter",MBD012,Suicidal ideation/attempt/intentional self-harm,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T43602D,"Poisoning by unspecified psychostimulants, intentional self-harm, subsequent encounter",MBD027,Suicide attempt/intentional self-harm; subsequent encounter,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T43612A,"Poisoning by caffeine, intentional self-harm, initial encounter",MBD012,Suicidal ideation/attempt/intentional self-harm,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T43612D,"Poisoning by caffeine, intentional self-harm, subsequent encounter",MBD027,Suicide attempt/intentional self-harm; subsequent encounter,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T43622A,"Poisoning by amphetamines, intentional self-harm, initial encounter",MBD012,Suicidal ideation/attempt/intentional self-harm,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T43622D,"Poisoning by amphetamines, intentional self-harm, subsequent encounter",MBD027,Suicide attempt/intentional self-harm; subsequent encounter,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T43632A,"Poisoning by methylphenidate, intentional self-harm, initial encounter",MBD012,Suicidal ideation/attempt/intentional self-harm,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T43632D,"Poisoning by methylphenidate, intentional self-harm, subsequent encounter",MBD027,Suicide attempt/intentional self-harm; subsequent encounter,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T43642A,"Poisoning by ecstasy, intentional self-harm, initial encounter",MBD012,Suicidal ideation/attempt/intentional self-harm,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T43642D,"Poisoning by ecstasy, intentional self-harm, subsequent encounter",MBD027,Suicide attempt/intentional self-harm; subsequent encounter,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T43692A,"Poisoning by other psychostimulants, intentional self-harm, initial encounter",MBD012,Suicidal ideation/attempt/intentional self-harm,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T43692D,"Poisoning by other psychostimulants, intentional self-harm, subsequent encounter",MBD027,Suicide attempt/intentional self-harm; subsequent encounter,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T438X2A,"Poisoning by other psychotropic drugs, intentional self-harm, initial encounter",MBD012,Suicidal ideation/attempt/intentional self-harm,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T438X2D,"Poisoning by other psychotropic drugs, intentional self-harm, subsequent encounter",MBD027,Suicide attempt/intentional self-harm; subsequent encounter,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T4392XA,"Poisoning by unspecified psychotropic drug, intentional self-harm, initial encounter",MBD012,Suicidal ideation/attempt/intentional self-harm,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T4392XD,"Poisoning by unspecified psychotropic drug, intentional self-harm, subsequent encounter",MBD027,Suicide attempt/intentional self-harm; subsequent encounter,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T440X2A,"Poisoning by anticholinesterase agents, intentional self-harm, initial encounter",MBD012,Suicidal ideation/attempt/intentional self-harm,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T440X2D,"Poisoning by anticholinesterase agents, intentional self-harm, subsequent encounter",MBD027,Suicide attempt/intentional self-harm; subsequent encounter,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T441X2A,"Poisoning by other parasympathomimetics [cholinergics], intentional self-harm, initial encounter",MBD012,Suicidal ideation/attempt/intentional self-harm,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T441X2D,"Poisoning by other parasympathomimetics [cholinergics], intentional self-harm, subsequent encounter",MBD027,Suicide attempt/intentional self-harm; subsequent encounter,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T442X2A,"Poisoning by ganglionic blocking drugs, intentional self-harm, initial encounter",MBD012,Suicidal ideation/attempt/intentional self-harm,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T442X2D,"Poisoning by ganglionic blocking drugs, intentional self-harm, subsequent encounter",MBD027,Suicide attempt/intentional self-harm; subsequent encounter,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T443X2A,"Poisoning by other parasympatholytics [anticholinergics and antimuscarinics] and spasmolytics, intentional self-harm, initial encounter",MBD012,Suicidal ideation/attempt/intentional self-harm,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T443X2D,"Poisoning by other parasympatholytics [anticholinergics and antimuscarinics] and spasmolytics, intentional self-harm, subsequent encounter",MBD027,Suicide attempt/intentional self-harm; subsequent encounter,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T444X2A,"Poisoning by predominantly alpha-adrenoreceptor agonists, intentional self-harm, initial encounter",MBD012,Suicidal ideation/attempt/intentional self-harm,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T444X2D,"Poisoning by predominantly alpha-adrenoreceptor agonists, intentional self-harm, subsequent encounter",MBD027,Suicide attempt/intentional self-harm; subsequent encounter,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T445X2A,"Poisoning by predominantly beta-adrenoreceptor agonists, intentional self-harm, initial encounter",MBD012,Suicidal ideation/attempt/intentional self-harm,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T445X2D,"Poisoning by predominantly beta-adrenoreceptor agonists, intentional self-harm, subsequent encounter",MBD027,Suicide attempt/intentional self-harm; subsequent encounter,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T446X2A,"Poisoning by alpha-adrenoreceptor antagonists, intentional self-harm, initial encounter",MBD012,Suicidal ideation/attempt/intentional self-harm,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T446X2D,"Poisoning by alpha-adrenoreceptor antagonists, intentional self-harm, subsequent encounter",MBD027,Suicide attempt/intentional self-harm; subsequent encounter,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T447X2A,"Poisoning by beta-adrenoreceptor antagonists, intentional self-harm, initial encounter",MBD012,Suicidal ideation/attempt/intentional self-harm,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
T447X2D,"Poisoning by beta-adrenoreceptor antagonists, intentional self-harm, subsequent encounter",MBD027,Suicide attempt/intentional self-harm; subsequent encounter,Y,08 Suicidal ideation/attempt/intentional self-harm,Intentional self-harm
