ICD-10-CM Code,ICD-10-CM Code Description,CCSR Category,CCSR Category Description,Default CCSR (Y/N/X),Rationale,Condition
S6740XA,"Crushing injury of unspecified wrist and hand, init encntr",INJ018,"Crushing injury, initial encounter",Y,0 Not Applicable,crushing injury
S6740XD,"Crushing injury of unspecified wrist and hand, subs encntr",INJ055,"Crushing injury, subsequent encounter",Y,0 Not Applicable,crushing injury
S6741XA,"Crushing injury of right wrist and hand, initial encounter",INJ018,"Crushing injury, initial encounter",Y,0 Not Applicable,crushing injury
S6741XD,"Crushing injury of right wrist and hand, subs encntr",INJ055,"Crushing injury, subsequent encounter",Y,0 Not Applicable,crushing injury
S6742XA,"Crushing injury of left wrist and hand, initial encounter",INJ018,"Crushing injury, initial encounter",Y,0 Not Applicable,crushing injury
S6742XD,"Crushing injury of left wrist and hand, subsequent encounter",INJ055,"Crushing injury, subsequent encounter",Y,0 Not Applicable,crushing injury
S6790XA,"Crush inj unsp part(s) of unsp wrist, hand and fingers, init",INJ018,"Crushing injury, initial encounter",Y,0 Not Applicable,crushing injury
S6790XD,"Crush inj unsp part(s) of unsp wrist, hand and fingers, subs",INJ055,"Crushing injury, subsequent encounter",Y,0 Not Applicable,crushing injury
S6791XA,"Crushing inj unsp part(s) of r wrist, hand and fingers, init",INJ018,"Crushing injury, initial encounter",Y,0 Not Applicable,crushing injury
S6791XD,"Crushing inj unsp part(s) of r wrist, hand and fingers, subs",INJ055,"Crushing injury, subsequent encounter",Y,0 Not Applicable,crushing injury
S6792XA,"Crushing inj unsp part(s) of l wrist, hand and fingers, init",INJ018,"Crushing injury, initial encounter",Y,0 Not Applicable,crushing injury
S6792XD,"Crushing inj unsp part(s) of l wrist, hand and fingers, subs",INJ055,"Crushing injury, subsequent encounter",Y,0 Not Applicable,crushing injury
S68011A,"Complete traumatic MCP amputation of right thumb, init",INJ014,"Amputation of a limb, initial encounter",Y,0 Not Applicable,traumatic amputation
S68011D,"Complete traumatic MCP amputation of right thumb, subs",INJ051,"Amputation of a limb, subsequent encounter",Y,0 Not Applicable,traumatic amputation
S68012A,"Complete traumatic MCP amputation of left thumb, init",INJ014,"Amputation of a limb, initial encounter",Y,0 Not Applicable,traumatic amputation
S68012D,"Complete traumatic MCP amputation of left thumb, subs",INJ051,"Amputation of a limb, subsequent encounter",Y,0 Not Applicable,traumatic amputation
S68019A,"Complete traumatic MCP amputation of thmb, init",INJ014,"Amputation of a limb, initial encounter",Y,0 Not Applicable,traumatic amputation
S68019D,"Complete traumatic MCP amputation of thmb, subs",INJ051,"Amputation of a limb, subsequent encounter",Y,0 Not Applicable,traumatic amputation
S68021A,"Partial traumatic MCP amputation of right thumb, init",INJ014,"Amputation of a limb, initial encounter",Y,0 Not Applicable,traumatic amputation
S68021D,"Partial traumatic MCP amputation of right thumb, subs",INJ051,"Amputation of a limb, subsequent encounter",Y,0 Not Applicable,traumatic amputation
S68022A,"Partial traumatic MCP amputation of left thumb, init",INJ014,"Amputation of a limb, initial encounter",Y,0 Not Applicable,traumatic amputation
S68022D,"Partial traumatic MCP amputation of left thumb, subs",INJ051,"Amputation of a limb, subsequent encounter",Y,0 Not Applicable,traumatic amputation
S68029A,"Partial traumatic MCP amputation of thmb, init",INJ014,"Amputation of a limb, initial encounter",Y,0 Not Applicable,traumatic amputation
S68029D,"Partial traumatic MCP amputation of thmb, subs",INJ051,"Amputation of a limb, subsequent encounter",Y,0 Not Applicable,traumatic amputation
S68110A,"Complete traumatic MCP amputation of r idx fngr, init",INJ014,"Amputation of a limb, initial encounter",Y,0 Not Applicable,traumatic amputation
S68110D,"Complete traumatic MCP amputation of r idx fngr, subs",INJ051,"Amputation of a limb, subsequent encounter",Y,0 Not Applicable,traumatic amputation
S68111A,"Complete traumatic MCP amputation of left index finger, init",INJ014,"Amputation of a limb, initial encounter",Y,0 Not Applicable,traumatic amputation
S68111D,"Complete traumatic MCP amputation of left index finger, subs",INJ051,"Amputation of a limb, subsequent encounter",Y,0 Not Applicable,traumatic amputation
S68112A,"Complete traumatic MCP amputation of r mid finger, init",INJ014,"Amputation of a limb, initial encounter",Y,0 Not Applicable,traumatic amputation
S68112D,"Complete traumatic MCP amputation of r mid finger, subs",INJ051,"Amputation of a limb, subsequent encounter",Y,0 Not Applicable,traumatic amputation
S68113A,"Complete traumatic MCP amputation of l mid finger, init",INJ014,"Amputation of a limb, initial encounter",Y,0 Not Applicable,traumatic amputation
S68113D,"Complete traumatic MCP amputation of l mid finger, subs",INJ051,"Amputation of a limb, subsequent encounter",Y,0 Not Applicable,traumatic amputation
S68114A,"Complete traumatic MCP amputation of right ring finger, init",INJ014,"Amputation of a limb, initial encounter",Y,0 Not Applicable,traumatic amputation
S68114D,"Complete traumatic MCP amputation of right ring finger, subs",INJ051,"Amputation of a limb, subsequent encounter",Y,0 Not Applicable,traumatic amputation
S68115A,"Complete traumatic MCP amputation of left ring finger, init",INJ014,"Amputation of a limb, initial encounter",Y,0 Not Applicable,traumatic amputation
S68115D,"Complete traumatic MCP amputation of left ring finger, subs",INJ051,"Amputation of a limb, subsequent encounter",Y,0 Not Applicable,traumatic amputation
S68116A,"Complete traumatic MCP amputation of r little finger, init",INJ014,"Amputation of a limb, initial encounter",Y,0 Not Applicable,traumatic amputation
S68116D,"Complete traumatic MCP amputation of r little finger, subs",INJ051,"Amputation of a limb, subsequent encounter",Y,0 Not Applicable,traumatic amputation
S68117A,"Complete traumatic MCP amputation of l little finger, init",INJ014,"Amputation of a limb, initial encounter",Y,0 Not Applicable,traumatic amputation
S68117D,"Complete traumatic MCP amputation of l little finger, subs",INJ051,"Amputation of a limb, subsequent encounter",Y,0 Not Applicable,traumatic amputation
S68118A,"Complete traumatic MCP amputation of finger, init",INJ014,"Amputation of a limb, initial encounter",Y,0 Not Applicable,traumatic amputation
S68118D,"Complete traumatic MCP amputation of finger, subs",INJ051,"Amputation of a limb, subsequent encounter",Y,0 Not Applicable,traumatic amputation
S68119A,"Complete traumatic MCP amputation of unsp finger, init",INJ014,"Amputation of a limb, initial encounter",Y,0 Not Applicable,traumatic amputation
S68119D,"Complete traumatic MCP amputation of unsp finger, subs",INJ051,"Amputation of a limb, subsequent encounter",Y,0 Not Applicable,traumatic amputation
S68120A,"Partial traumatic MCP amputation of right index finger, init",INJ014,"Amputation of a limb, initial encounter",Y,0 Not Applicable,traumatic amputation
S68120D,"Partial traumatic MCP amputation of right index finger, subs",INJ051,"Amputation of a limb, subsequent encounter",Y,0 Not Applicable,traumatic amputation
S68121A,"Partial traumatic MCP amputation of left index finger, init",INJ014,"Amputation of a limb, initial encounter",Y,0 Not Applicable,traumatic amputation
S68121D,"Partial traumatic MCP amputation of left index finger, subs",INJ051,"Amputation of a limb, subsequent encounter",Y,0 Not Applicable,traumatic amputation
S68122A,"Partial traumatic MCP amputation of r mid finger, init",INJ014,"Amputation of a limb, initial encounter",Y,0 Not Applicable,traumatic amputation
S68122D,"Partial traumatic MCP amputation of r mid finger, subs",INJ051,"Amputation of a limb, subsequent encounter",Y,0 Not Applicable,traumatic amputation
S68123A,"Partial traumatic MCP amputation of left middle finger, init",INJ014,"Amputation of a limb, initial encounter",Y,0 Not Applicable,traumatic amputation
S68123D,"Partial traumatic MCP amputation of left middle finger, subs",INJ051,"Amputation of a limb, subsequent encounter",Y,0 Not Applicable,traumatic amputation
S68124A,"Partial traumatic MCP amputation of right ring finger, init",INJ014,"Amputation of a limb, initial encounter",Y,0 Not Applicable,traumatic amputation
S68124D,"Partial traumatic MCP amputation of right ring finger, subs",INJ051,"Amputation of a limb, subsequent encounter",Y,0 Not Applicable,traumatic amputation
S68125A,"Partial traumatic MCP amputation of left ring finger, init",INJ014,"Amputation of a limb, initial encounter",Y,0 Not Applicable,traumatic amputation
S68125D,"Partial traumatic MCP amputation of left ring finger, subs",INJ051,"Amputation of a limb, subsequent encounter",Y,0 Not Applicable,traumatic amputation
S68126A,"Partial traumatic MCP amputation of r little finger, init",INJ014,"Amputation of a limb, initial encounter",Y,0 Not Applicable,traumatic amputation
S68126D,"Partial traumatic MCP amputation of r little finger, subs",INJ051,"Amputation of a limb, subsequent encounter",Y,0 Not Applicable,traumatic amputation
S68127A,"Partial traumatic MCP amputation of left little finger, init",INJ014,"Amputation of a limb, initial encounter",Y,0 Not Applicable,traumatic amputation
S68127D,"Partial traumatic MCP amputation of left little finger, subs",INJ051,"Amputation of a limb, subsequent encounter",Y,0 Not Applicable,traumatic amputation
S68128A,"Partial traumatic MCP amputation of finger, init",INJ014,"Amputation of a limb, initial encounter",Y,0 Not Applicable,traumatic amputation
S68128D,"Partial traumatic MCP amputation of finger, subs",INJ051,"Amputation of a limb, subsequent encounter",Y,0 Not Applicable,traumatic amputation
S68129A,"Partial traumatic MCP amputation of unsp finger, init",INJ014,"Amputation of a limb, initial encounter",Y,0 Not Applicable,traumatic amputation
S68129D,"Partial traumatic MCP amputation of unsp finger, subs",INJ051,"Amputation of a limb, subsequent encounter",Y,0 Not Applicable,traumatic amputation
S68411A,"Complete traumatic amp of right hand at wrist level, init",INJ014,"Amputation of a limb, initial encounter",Y,0 Not Applicable,traumatic amputation
S68411D,"Complete traumatic amp of right hand at wrist level, subs",INJ051,"Amputation of a limb, subsequent encounter",Y,0 Not Applicable,traumatic amputation
S68412A,"Complete traumatic amp of left hand at wrist level, init",INJ014,"Amputation of a limb, initial encounter",Y,0 Not Applicable,traumatic amputation
S68412D,"Complete traumatic amp of left hand at wrist level, subs",INJ051,"Amputation of a limb, subsequent encounter",Y,0 Not Applicable,traumatic amputation
S68419A,"Complete traumatic amp of unsp hand at wrist level, init",INJ014,"Amputation of a limb, initial encounter",Y,0 Not Applicable,traumatic amputation
S68419D,"Complete traumatic amp of unsp hand at wrist level, subs",INJ051,"Amputation of a limb, subsequent encounter",Y,0 Not Applicable,traumatic amputation
S68421A,"Partial traumatic amp of right hand at wrist level, init",INJ014,"Amputation of a limb, initial encounter",Y,0 Not Applicable,traumatic amputation
S68421D,"Partial traumatic amp of right hand at wrist level, subs",INJ051,"Amputation of a limb, subsequent encounter",Y,0 Not Applicable,traumatic amputation
S68422A,"Partial traumatic amp of left hand at wrist level, init",INJ014,"Amputation of a limb, initial encounter",Y,0 Not Applicable,traumatic amputation
S68422D,"Partial traumatic amp of left hand at wrist level, subs",INJ051,"Amputation of a limb, subsequent encounter",Y,0 Not Applicable,traumatic amputation
S68429A,"Partial traumatic amp of unsp hand at wrist level, init",INJ014,"Amputation of a limb, initial encounter",Y,0 Not Applicable,traumatic amputation
S68429D,"Partial traumatic amp of unsp hand at wrist level, subs",INJ051,"Amputation of a limb, subsequent encounter",Y,0 Not Applicable,traumatic amputation
S68511A,"Complete traumatic trnsphal amputation of right thumb, init",INJ014,"Amputation of a limb, initial encounter",Y,0 Not Applicable,traumatic amputation
S68511D,"Complete traumatic trnsphal amputation of right thumb, subs",INJ051,"Amputation of a limb, subsequent encounter",Y,0 Not Applicable,traumatic amputation
S68512A,"Complete traumatic trnsphal amputation of left thumb, init",INJ014,"Amputation of a limb, initial encounter",Y,0 Not Applicable,traumatic amputation
S68512D,"Complete traumatic trnsphal amputation of left thumb, subs",INJ051,"Amputation of a limb, subsequent encounter",Y,0 Not Applicable,traumatic amputation
S68519A,"Complete traumatic transphalangeal amputation of thmb, init",INJ014,"Amputation of a limb, initial encounter",Y,0 Not Applicable,traumatic amputation
S68519D,"Complete traumatic transphalangeal amputation of thmb, subs",INJ051,"Amputation of a limb, subsequent encounter",Y,0 Not Applicable,traumatic amputation
S68521A,"Partial traumatic trnsphal amputation of right thumb, init",INJ014,"Amputation of a limb, initial encounter",Y,0 Not Applicable,traumatic amputation
S68521D,"Partial traumatic trnsphal amputation of right thumb, subs",INJ051,"Amputation of a limb, subsequent encounter",Y,0 Not Applicable,traumatic amputation
S68522A,"Partial traumatic trnsphal amputation of left thumb, init",INJ014,"Amputation of a limb, initial encounter",Y,0 Not Applicable,traumatic amputation
