ICD-10-CM Code,ICD-10-CM Code Description,CCSR Category,CCSR Category Description,Default CCSR (Y/N/X),Rationale,Condition,Unnamed: 7
K6819,Other retroperitoneal abscess,DIG016,Peritonitis and intra-abdominal abscess,Y,0 Not Applicable,peritonitis,NULL
K7041,Alcoholic hepatic failure with coma,DIG018,Hepatic failure,Y,12 Only one CCSR category matches the ICD-10-CM codebook chapter,peritonitis,NULL
K710,Toxic liver disease with cholestasis,DIG019,Other specified and unspecified liver disease,Y,12 Only one CCSR category matches the ICD-10-CM codebook chapter,peritonitis,NULL
K7110,"Toxic liver disease with hepatic necrosis, without coma",DIG019,Other specified and unspecified liver disease,Y,12 Only one CCSR category matches the ICD-10-CM codebook chapter,peritonitis,NULL
K7111,"Toxic liver disease with hepatic necrosis, with coma",DIG019,Other specified and unspecified liver disease,Y,12 Only one CCSR category matches the ICD-10-CM codebook chapter,peritonitis,NULL
K712,Toxic liver disease with acute hepatitis,DIG023,Noninfectious hepatitis,Y,12 Only one CCSR category matches the ICD-10-CM codebook chapter,peritonitis,NULL
K713,Toxic liver disease with chronic persistent hepatitis,DIG023,Noninfectious hepatitis,Y,12 Only one CCSR category matches the ICD-10-CM codebook chapter,hepatic failure or Toxic liver disease,NULL
K714,Toxic liver disease with chronic lobular hepatitis,DIG023,Noninfectious hepatitis,Y,12 Only one CCSR category matches the ICD-10-CM codebook chapter,hepatic failure or Toxic liver disease,NULL
K7150,Toxic liver disease with chronic active hepatitis without ascites,DIG023,Noninfectious hepatitis,Y,12 Only one CCSR category matches the ICD-10-CM codebook chapter,hepatic failure or Toxic liver disease,NULL
K7151,Toxic liver disease with chronic active hepatitis with ascites,DIG023,Noninfectious hepatitis,Y,12 Only one CCSR category matches the ICD-10-CM codebook chapter,hepatic failure or Toxic liver disease,NULL
K716,"Toxic liver disease with hepatitis, not elsewhere classified",DIG023,Noninfectious hepatitis,Y,12 Only one CCSR category matches the ICD-10-CM codebook chapter,hepatic failure or Toxic liver disease,NULL
K717,Toxic liver disease with fibrosis and cirrhosis of liver,DIG019,Other specified and unspecified liver disease,Y,12 Only one CCSR category matches the ICD-10-CM codebook chapter,hepatic failure or Toxic liver disease,NULL
K718,Toxic liver disease with other disorders of liver,DIG019,Other specified and unspecified liver disease,Y,12 Only one CCSR category matches the ICD-10-CM codebook chapter,hepatic failure or Toxic liver disease,NULL
K719,"Toxic liver disease, unspecified",DIG019,Other specified and unspecified liver disease,Y,12 Only one CCSR category matches the ICD-10-CM codebook chapter,hepatic failure or Toxic liver disease,NULL
K7201,Acute and subacute hepatic failure with coma,DIG018,Hepatic failure,Y,12 Only one CCSR category matches the ICD-10-CM codebook chapter,hepatic failure or Toxic liver disease,NULL
K750,Abscess of liver,DIG016,Peritonitis and intra-abdominal abscess,Y,0 Not Applicable,hepatic failure or Toxic liver disease,NULL
K762,Central hemorrhagic necrosis of liver,DIG019,Other specified and unspecified liver disease,Y,0 Not Applicable,hepatic failure or Toxic liver disease,NULL
K763,Infarction of liver,DIG019,Other specified and unspecified liver disease,Y,0 Not Applicable,hepatic failure or Toxic liver disease,NULL
K8000,Calculus of gallbladder w acute cholecyst w/o obstruction,DIG017,Biliary tract disease,Y,0 Not Applicable,hepatic failure or Toxic liver disease,NULL
K8001,Calculus of gallbladder w acute cholecystitis w obstruction,DIG017,Biliary tract disease,Y,0 Not Applicable,hepatic failure or Toxic liver disease,NULL
K8012,Calculus of GB w acute and chronic cholecyst w/o obstruction,DIG017,Biliary tract disease,Y,0 Not Applicable,Liver abscess,NULL
K8013,Calculus of GB w acute and chronic cholecyst w obstruction,DIG017,Biliary tract disease,Y,0 Not Applicable,Infarction of liver,NULL
K8018,Calculus of gallbladder w oth cholecystitis w/o obstruction,DIG017,Biliary tract disease,Y,0 Not Applicable,Infarction of liver,NULL
K8019,Calculus of gallbladder w oth cholecystitis with obstruction,DIG017,Biliary tract disease,Y,0 Not Applicable,acute cholecystitis or cholangitis,NULL
K8030,"Calculus of bile duct w cholangitis, unsp, w/o obstruction",DIG017,Biliary tract disease,Y,0 Not Applicable,acute cholecystitis or cholangitis,NULL
K8031,"Calculus of bile duct w cholangitis, unsp, with obstruction",DIG017,Biliary tract disease,Y,0 Not Applicable,acute cholecystitis or cholangitis,NULL
K8032,Calculus of bile duct with acute cholangitis w/o obstruction,DIG017,Biliary tract disease,Y,0 Not Applicable,acute cholecystitis or cholangitis,NULL
K8033,Calculus of bile duct w acute cholangitis with obstruction,DIG017,Biliary tract disease,Y,0 Not Applicable,acute cholecystitis or cholangitis,NULL
K8036,Calculus of bile duct w acute and chr cholangitis w/o obst,DIG017,Biliary tract disease,Y,0 Not Applicable,acute cholecystitis or cholangitis,NULL
K8037,Calculus of bile duct w acute and chronic cholangitis w obst,DIG017,Biliary tract disease,Y,0 Not Applicable,acute cholecystitis or cholangitis,NULL
K8040,"Calculus of bile duct w cholecystitis, unsp, w/o obstruction",DIG017,Biliary tract disease,Y,0 Not Applicable,acute cholecystitis or cholangitis,NULL
K8041,"Calculus of bile duct w cholecystitis, unsp, w obstruction",DIG017,Biliary tract disease,Y,0 Not Applicable,acute cholecystitis or cholangitis,NULL
K8042,Calculus of bile duct w acute cholecystitis w/o obstruction,DIG017,Biliary tract disease,Y,0 Not Applicable,acute cholecystitis or cholangitis,NULL
K8043,Calculus of bile duct w acute cholecystitis with obstruction,DIG017,Biliary tract disease,Y,0 Not Applicable,acute cholecystitis or cholangitis,NULL
K8045,Calculus of bile duct w chronic cholecystitis w obstruction,DIG017,Biliary tract disease,Y,0 Not Applicable,acute cholecystitis or cholangitis,NULL
K8046,Calculus of bile duct w acute and chronic cholecyst w/o obst,DIG017,Biliary tract disease,Y,0 Not Applicable,acute cholecystitis or cholangitis,NULL
K8047,Calculus of bile duct w acute and chronic cholecyst w obst,DIG017,Biliary tract disease,Y,0 Not Applicable,acute cholecystitis or cholangitis,NULL
K8050,Calculus of bile duct w/o cholangitis or cholecyst w/o obst,DIG017,Biliary tract disease,Y,0 Not Applicable,acute cholecystitis or cholangitis,NULL
K8051,Calculus of bile duct w/o cholangitis or cholecyst w obst,DIG017,Biliary tract disease,Y,0 Not Applicable,acute cholecystitis or cholangitis,NULL
K810,Acute cholecystitis,DIG017,Biliary tract disease,Y,0 Not Applicable,acute cholecystitis or cholangitis,NULL
K812,Acute cholecystitis with chronic cholecystitis,DIG017,Biliary tract disease,Y,0 Not Applicable,acute cholecystitis or cholangitis,NULL
K820,Obstruction of gallbladder,DIG017,Biliary tract disease,Y,0 Not Applicable,acute cholecystitis or cholangitis,NULL
K822,Perforation of gallbladder,DIG006,Gastrointestinal and biliary perforation,Y,12 More than one CCSR category matches the ICD-10-CM codebook chapter,acute cholecystitis or cholangitis,NULL
K822,Perforation of gallbladder,DIG017,Biliary tract disease,N,12 More than one CCSR category matches the ICD-10-CM codebook chapter,acute cholecystitis or cholangitis,NULL
K850,Idiopathic acute pancreatitis,DIG020,Pancreatic disorders (excluding diabetes),Y,0 Not Applicable,acute cholecystitis or cholangitis,NULL
K8500,Idiopathic acute pancreatitis without necrosis or infection,DIG020,Pancreatic disorders (excluding diabetes),Y,0 Not Applicable,acute cholecystitis or cholangitis,NULL
K8501,Idiopathic acute pancreatitis with uninfected necrosis,DIG020,Pancreatic disorders (excluding diabetes),Y,0 Not Applicable,Obstruction of gallbladder,NULL
K8502,Idiopathic acute pancreatitis with infected necrosis,DIG020,Pancreatic disorders (excluding diabetes),Y,0 Not Applicable,Perforation of gallbladder,NULL
K851,Biliary acute pancreatitis,DIG020,Pancreatic disorders (excluding diabetes),Y,0 Not Applicable,Perforation of gallbladder,NULL
K8510,Biliary acute pancreatitis without necrosis or infection,DIG020,Pancreatic disorders (excluding diabetes),Y,0 Not Applicable,pancreatitis,NULL
K8511,Biliary acute pancreatitis with uninfected necrosis,DIG020,Pancreatic disorders (excluding diabetes),Y,0 Not Applicable,pancreatitis,NULL
K8512,Biliary acute pancreatitis with infected necrosis,DIG020,Pancreatic disorders (excluding diabetes),Y,0 Not Applicable,pancreatitis,NULL
K852,Alcohol induced acute pancreatitis,DIG020,Pancreatic disorders (excluding diabetes),Y,0 Not Applicable,pancreatitis,NULL
K8520,Alcohol induced acute pancreatitis without necrosis or infct,DIG020,Pancreatic disorders (excluding diabetes),Y,0 Not Applicable,pancreatitis,NULL
K8521,Alcohol induced acute pancreatitis with uninfected necrosis,DIG020,Pancreatic disorders (excluding diabetes),Y,0 Not Applicable,pancreatitis,NULL
K8522,Alcohol induced acute pancreatitis with infected necrosis,DIG020,Pancreatic disorders (excluding diabetes),Y,0 Not Applicable,pancreatitis,NULL
K853,Drug induced acute pancreatitis,DIG020,Pancreatic disorders (excluding diabetes),N,11 Condition XX due to underlying cause YY,pancreatitis,NULL
K8530,Drug induced acute pancreatitis without necrosis or infection,DIG020,Pancreatic disorders (excluding diabetes),N,11 Condition XX due to underlying cause YY,pancreatitis,NULL
K8531,Drug induced acute pancreatitis with uninfected necrosis,DIG020,Pancreatic disorders (excluding diabetes),N,11 Condition XX due to underlying cause YY,pancreatitis,NULL
K8532,Drug induced acute pancreatitis with infected necrosis,DIG020,Pancreatic disorders (excluding diabetes),N,11 Condition XX due to underlying cause YY,pancreatitis,NULL
K858,Other acute pancreatitis,DIG020,Pancreatic disorders (excluding diabetes),Y,0 Not Applicable,pancreatitis,Endocrine
K8580,Other acute pancreatitis without necrosis or infection,DIG020,Pancreatic disorders (excluding diabetes),Y,0 Not Applicable,pancreatitis,NULL
K8581,Other acute pancreatitis with uninfected necrosis,DIG020,Pancreatic disorders (excluding diabetes),Y,0 Not Applicable,pancreatitis,NULL
K8582,Other acute pancreatitis with infected necrosis,DIG020,Pancreatic disorders (excluding diabetes),Y,0 Not Applicable,pancreatitis,NULL
K859,Acute pancreatitis unspecified,DIG020,Pancreatic disorders (excluding diabetes),Y,0 Not Applicable,pancreatitis,NULL
K8590,"Acute pancreatitis without necrosis or infection, unsp",DIG020,Pancreatic disorders (excluding diabetes),Y,0 Not Applicable,pancreatitis,NULL
K8591,"Acute pancreatitis with uninfected necrosis, unspecified",DIG020,Pancreatic disorders (excluding diabetes),Y,0 Not Applicable,pancreatitis,NULL
K8592,"Acute pancreatitis with infected necrosis, unspecified",DIG020,Pancreatic disorders (excluding diabetes),Y,0 Not Applicable,pancreatitis,NULL
K913,Postprocedural intestinal obstruction,DIG012,Intestinal obstruction and ileus,N,01 Postprocedural or postoperative complications,pancreatitis,NULL
K913,Postprocedural intestinal obstruction,DIG024,Postprocedural or postoperative digestive system complication,Y,01 Postprocedural or postoperative complications,pancreatitis,GU
K9130,"Postprocedural intestinal obstruction, unspecified as to partial versus complete",DIG012,Intestinal obstruction and ileus,N,01 Postprocedural or postoperative complications,pancreatitis,NULL
K9130,"Postprocedural intestinal obstruction, unspecified as to partial versus complete",DIG024,Postprocedural or postoperative digestive system complication,Y,01 Postprocedural or postoperative complications,pancreatitis,NULL
K9131,Postprocedural partial intestinal obstruction,DIG012,Intestinal obstruction and ileus,N,01 Postprocedural or postoperative complications,pancreatitis,NULL
K9131,Postprocedural partial intestinal obstruction,DIG024,Postprocedural or postoperative digestive system complication,Y,01 Postprocedural or postoperative complications,intestinal obstruction,NULL
K9132,Postprocedural complete intestinal obstruction,DIG012,Intestinal obstruction and ileus,N,01 Postprocedural or postoperative complications,intestinal obstruction,NULL
K9132,Postprocedural complete intestinal obstruction,DIG024,Postprocedural or postoperative digestive system complication,Y,01 Postprocedural or postoperative complications,intestinal obstruction,NULL
E0500,Thyrotoxicosis w diffuse goiter w/o thyrotoxic crisis,END001,Thyroid disorders,Y,0 Not Applicable,intestinal obstruction,NULL
E0501,Thyrotoxicosis w diffuse goiter w thyrotoxic crisis or storm,END001,Thyroid disorders,Y,0 Not Applicable,intestinal obstruction,NULL
E0511,Thyrotxcosis w toxic single thyroid nodule w thyrotxc crisis,END001,Thyroid disorders,Y,0 Not Applicable,intestinal obstruction,NULL
E0521,Thyrotxcosis w toxic multinodular goiter w thyrotoxic crisis,END001,Thyroid disorders,Y,0 Not Applicable,intestinal obstruction,NULL
E0531,Thyrotxcosis from ectopic thyroid tissue w thyrotoxic crisis,END001,Thyroid disorders,Y,0 Not Applicable,intestinal obstruction,NULL
E0541,Thyrotoxicosis factitia with thyrotoxic crisis or storm,END001,Thyroid disorders,Y,0 Not Applicable,Thyrotoxicosis,NULL
E0581,Other thyrotoxicosis with thyrotoxic crisis or storm,END001,Thyroid disorders,Y,0 Not Applicable,Thyrotoxicosis,NULL
E0591,"Thyrotoxicosis, unspecified with thyrotoxic crisis or storm",END001,Thyroid disorders,Y,0 Not Applicable,Thyrotoxicosis,NULL
N170,Acute kidney failure with tubular necrosis,GEN002,Acute and unspecified renal failure,Y,0 Not Applicable,Thyrotoxicosis,NULL
N171,Acute kidney failure with acute cortical necrosis,GEN002,Acute and unspecified renal failure,Y,0 Not Applicable,Thyrotoxicosis,NULL
N172,Acute kidney failure with medullary necrosis,GEN002,Acute and unspecified renal failure,Y,0 Not Applicable,Thyrotoxicosis,NULL
N178,Other acute kidney failure,GEN002,Acute and unspecified renal failure,Y,0 Not Applicable,Thyrotoxicosis,NULL
N179,"Acute kidney failure, unspecified",GEN002,Acute and unspecified renal failure,Y,0 Not Applicable,Thyrotoxicosis,NULL
N19,Unspecified kidney failure,GEN002,Acute and unspecified renal failure,Y,0 Not Applicable,Acute kideny failure,NULL
N990,Postprocedural (acute) (chronic) kidney failure,GEN002,Acute and unspecified renal failure,N,01 Postprocedural or postoperative complications,Acute kideny failure,NULL
O904,Postpartum acute kidney failure,GEN002,Acute and unspecified renal failure,N,"03 Pregnancy, perinatal, and congenital malformation",Acute kideny failure,NULL
N8351,Torsion of ovary and ovarian pedicle,GEN025,Other specified female genital disorders,Y,0 Not Applicable,Acute kideny failure,NULL
N83511,Torsion of right ovary and ovarian pedicle,GEN025,Other specified female genital disorders,Y,0 Not Applicable,Acute kideny failure,NULL
N83512,Torsion of left ovary and ovarian pedicle,GEN025,Other specified female genital disorders,Y,0 Not Applicable,Acute kideny failure,NULL
N83519,"Torsion of ovary and ovarian pedicle, unspecified side",GEN025,Other specified female genital disorders,Y,0 Not Applicable,Acute kideny failure,NULL
N8352,Torsion of fallopian tube,GEN025,Other specified female genital disorders,Y,0 Not Applicable,Acute kideny failure,NULL
N83521,Torsion of right fallopian tube,GEN025,Other specified female genital disorders,Y,0 Not Applicable,Torsion of ovary,NULL
N83522,Torsion of left fallopian tube,GEN025,Other specified female genital disorders,Y,0 Not Applicable,Torsion of ovary,NULL
N83529,"Torsion of fallopian tube, unspecified side",GEN025,Other specified female genital disorders,Y,0 Not Applicable,Torsion of ovary,NULL
N8353,"Torsion of ovary, ovarian pedicle and fallopian tube",GEN025,Other specified female genital disorders,Y,0 Not Applicable,Torsion of ovary,NULL
N836,Hematosalpinx,GEN025,Other specified female genital disorders,Y,0 Not Applicable,Torsion of ovary,NULL
N837,Hematoma of broad ligament,GEN025,Other specified female genital disorders,Y,0 Not Applicable,Torsion of ovary,NULL
N4400,"Torsion of testis, unspecified",GEN016,Other specified male genital disorders,Y,0 Not Applicable,Torsion of ovary,NULL
N4403,Torsion of appendix testis,GEN016,Other specified male genital disorders,Y,0 Not Applicable,Torsion of ovary,NULL
N4404,Torsion of appendix epididymis,GEN016,Other specified male genital disorders,Y,0 Not Applicable,Torsion of ovary,NULL
A021,Salmonella sepsis,INF002,Septicemia,Y,06 Infectious conditions,Torsion of ovary,NULL
A021,Salmonella sepsis,INF003,Bacterial infections,N,06 Infectious conditions,Torsion of ovary,NULL
A227,Anthrax sepsis,INF002,Septicemia,Y,06 Infectious conditions,Torsion of testis,NULL
A227,Anthrax sepsis,INF003,Bacterial infections,N,06 Infectious conditions,Torsion of testis,NULL
A267,Erysipelothrix sepsis,INF002,Septicemia,Y,06 Infectious conditions,Torsion of testis,NULL
A267,Erysipelothrix sepsis,INF003,Bacterial infections,N,06 Infectious conditions,Sepsis,NULL
A327,Listerial sepsis,INF002,Septicemia,Y,06 Infectious conditions,Sepsis,NULL
A327,Listerial sepsis,INF003,Bacterial infections,N,06 Infectious conditions,Sepsis,NULL
A400,"Sepsis due to streptococcus, group A",INF002,Septicemia,Y,06 Infectious conditions,Sepsis,NULL
A400,"Sepsis due to streptococcus, group A",INF003,Bacterial infections,N,06 Infectious conditions,Sepsis,NULL
A401,"Sepsis due to streptococcus, group B",INF002,Septicemia,Y,06 Infectious conditions,Sepsis,NULL
A401,"Sepsis due to streptococcus, group B",INF003,Bacterial infections,N,06 Infectious conditions,Sepsis,NULL
A403,Sepsis due to Streptococcus pneumoniae,INF002,Septicemia,Y,06 Infectious conditions,Sepsis,NULL
A403,Sepsis due to Streptococcus pneumoniae,INF003,Bacterial infections,N,06 Infectious conditions,Sepsis,NULL
A408,Other streptococcal sepsis,INF002,Septicemia,Y,06 Infectious conditions,Sepsis,NULL
A408,Other streptococcal sepsis,INF003,Bacterial infections,N,06 Infectious conditions,Sepsis,NULL
A409,"Streptococcal sepsis, unspecified",INF002,Septicemia,Y,06 Infectious conditions,Sepsis,NULL
A409,"Streptococcal sepsis, unspecified",INF003,Bacterial infections,N,06 Infectious conditions,Sepsis,NULL
A4101,Sepsis due to Methicillin susceptible Staphylococcus aureus,INF002,Septicemia,Y,06 Infectious conditions,Sepsis,NULL
A4101,Sepsis due to Methicillin susceptible Staphylococcus aureus,INF003,Bacterial infections,N,06 Infectious conditions,Sepsis,NULL
A4102,Sepsis due to Methicillin resistant Staphylococcus aureus,INF002,Septicemia,Y,06 Infectious conditions,Sepsis,NULL
A4102,Sepsis due to Methicillin resistant Staphylococcus aureus,INF003,Bacterial infections,N,06 Infectious conditions,Sepsis,NULL
A411,Sepsis due to other specified staphylococcus,INF002,Septicemia,Y,06 Infectious conditions,Sepsis,NULL
A411,Sepsis due to other specified staphylococcus,INF003,Bacterial infections,N,06 Infectious conditions,Sepsis,NULL
A412,Sepsis due to unspecified staphylococcus,INF002,Septicemia,Y,06 Infectious conditions,Sepsis,NULL
A412,Sepsis due to unspecified staphylococcus,INF003,Bacterial infections,N,06 Infectious conditions,Sepsis,NULL
A413,Sepsis due to Hemophilus influenzae,INF002,Septicemia,Y,06 Infectious conditions,Sepsis,NULL
A413,Sepsis due to Hemophilus influenzae,INF003,Bacterial infections,N,06 Infectious conditions,Sepsis,NULL
A414,Sepsis due to anaerobes,INF002,Septicemia,Y,06 Infectious conditions,Sepsis,NULL
A414,Sepsis due to anaerobes,INF003,Bacterial infections,N,06 Infectious conditions,Sepsis,NULL
A4150,"Gram-negative sepsis, unspecified",INF002,Septicemia,Y,06 Infectious conditions,Sepsis,NULL
A4150,"Gram-negative sepsis, unspecified",INF003,Bacterial infections,N,06 Infectious conditions,Sepsis,NULL
A4151,Sepsis due to Escherichia coli [E. coli],INF002,Septicemia,Y,06 Infectious conditions,Sepsis,NULL
A4151,Sepsis due to Escherichia coli [E. coli],INF003,Bacterial infections,N,06 Infectious conditions,Sepsis,NULL
A4152,Sepsis due to Pseudomonas,INF002,Septicemia,Y,06 Infectious conditions,Sepsis,NULL
A4152,Sepsis due to Pseudomonas,INF003,Bacterial infections,N,06 Infectious conditions,Sepsis,NULL
A4153,Sepsis due to Serratia,INF002,Septicemia,Y,06 Infectious conditions,Sepsis,NULL
A4153,Sepsis due to Serratia,INF003,Bacterial infections,N,06 Infectious conditions,Sepsis,NULL
A4159,Other Gram-negative sepsis,INF002,Septicemia,Y,06 Infectious conditions,Sepsis,NULL
A4159,Other Gram-negative sepsis,INF003,Bacterial infections,N,06 Infectious conditions,Sepsis,NULL
A4181,Sepsis due to Enterococcus,INF002,Septicemia,Y,06 Infectious conditions,Sepsis,NULL
A4181,Sepsis due to Enterococcus,INF003,Bacterial infections,N,06 Infectious conditions,Sepsis,NULL
A4189,Other specified sepsis,INF002,Septicemia,Y,06 Infectious conditions,Sepsis,NULL
A4189,Other specified sepsis,INF003,Bacterial infections,N,06 Infectious conditions,Sepsis,NULL
A419,"Sepsis, unspecified organism",INF002,Septicemia,Y,06 Infectious conditions,Sepsis,NULL
A419,"Sepsis, unspecified organism",INF003,Bacterial infections,N,06 Infectious conditions,Sepsis,NULL
A427,Actinomycotic sepsis,INF002,Septicemia,Y,06 Infectious conditions,Sepsis,NULL
A427,Actinomycotic sepsis,INF003,Bacterial infections,N,06 Infectious conditions,Sepsis,NULL
A5486,Gonococcal sepsis,INF002,Septicemia,Y,06 Infectious conditions,Sepsis,NULL
A5486,Gonococcal sepsis,INF010,Sexually transmitted infections (excluding HIV and hepatitis),N,06 Infectious conditions,Sepsis,NULL
B377,Candidal sepsis,INF002,Septicemia,Y,06 Infectious conditions,Sepsis,NULL
B377,Candidal sepsis,INF004,Fungal infections,N,06 Infectious conditions,Sepsis,NULL
O0337,Sepsis following incomplete spontaneous abortion,INF002,Septicemia,N,"03 Pregnancy, perinatal, and congenital malformation",Sepsis,NULL
O0387,Sepsis following complete or unspecified spontaneous abortion,INF002,Septicemia,N,"03 Pregnancy, perinatal, and congenital malformation",Sepsis,NULL
O0487,Sepsis following (induced) termination of pregnancy,INF002,Septicemia,N,"03 Pregnancy, perinatal, and congenital malformation",Sepsis,NULL
O0737,Sepsis following failed attempted termination of pregnancy,INF002,Septicemia,N,"03 Pregnancy, perinatal, and congenital malformation",Sepsis,NULL
O0882,Sepsis following ectopic and molar pregnancy,INF002,Septicemia,N,"03 Pregnancy, perinatal, and congenital malformation",Sepsis,NULL
O85,Puerperal sepsis,INF002,Septicemia,N,"03 Pregnancy, perinatal, and congenital malformation",Sepsis,NULL
O8604,Sepsis following an obstetrical procedure,INF002,Septicemia,N,"03 Pregnancy, perinatal, and congenital malformation",Sepsis,NULL
P360,"Sepsis of newborn due to streptococcus, group B",INF002,Septicemia,N,"03 Pregnancy, perinatal, and congenital malformation",Sepsis,NULL
P360,"Sepsis of newborn due to streptococcus, group B",INF003,Bacterial infections,N,"03 Pregnancy, perinatal, and congenital malformation",Sepsis,NULL
P3610,Sepsis of newborn due to unspecified streptococci,INF002,Septicemia,N,"03 Pregnancy, perinatal, and congenital malformation",Sepsis,NULL
P3610,Sepsis of newborn due to unspecified streptococci,INF003,Bacterial infections,N,"03 Pregnancy, perinatal, and congenital malformation",Sepsis,NULL
P3619,Sepsis of newborn due to other streptococci,INF002,Septicemia,N,"03 Pregnancy, perinatal, and congenital malformation",Sepsis,NULL
P3619,Sepsis of newborn due to other streptococci,INF003,Bacterial infections,N,"03 Pregnancy, perinatal, and congenital malformation",Sepsis,NULL
P362,Sepsis of newborn due to Staphylococcus aureus,INF002,Septicemia,N,"03 Pregnancy, perinatal, and congenital malformation",Sepsis,NULL
P362,Sepsis of newborn due to Staphylococcus aureus,INF003,Bacterial infections,N,"03 Pregnancy, perinatal, and congenital malformation",Sepsis,NULL
P3630,Sepsis of newborn due to unspecified staphylococci,INF002,Septicemia,N,"03 Pregnancy, perinatal, and congenital malformation",Sepsis,NULL
P3630,Sepsis of newborn due to unspecified staphylococci,INF003,Bacterial infections,N,"03 Pregnancy, perinatal, and congenital malformation",Sepsis,NULL
P3639,Sepsis of newborn due to other staphylococci,INF002,Septicemia,N,"03 Pregnancy, perinatal, and congenital malformation",Sepsis,NULL
P3639,Sepsis of newborn due to other staphylococci,INF003,Bacterial infections,N,"03 Pregnancy, perinatal, and congenital malformation",Sepsis,NULL
P364,Sepsis of newborn due to Escherichia coli,INF002,Septicemia,N,"03 Pregnancy, perinatal, and congenital malformation",Sepsis,NULL
P364,Sepsis of newborn due to Escherichia coli,INF003,Bacterial infections,N,"03 Pregnancy, perinatal, and congenital malformation",Sepsis,NULL
P365,Sepsis of newborn due to anaerobes,INF002,Septicemia,N,"03 Pregnancy, perinatal, and congenital malformation",Sepsis,NULL
P365,Sepsis of newborn due to anaerobes,INF003,Bacterial infections,N,"03 Pregnancy, perinatal, and congenital malformation",Sepsis,NULL
P368,Other bacterial sepsis of newborn,INF002,Septicemia,N,"03 Pregnancy, perinatal, and congenital malformation",Sepsis,NULL
P368,Other bacterial sepsis of newborn,INF003,Bacterial infections,N,"03 Pregnancy, perinatal, and congenital malformation",Sepsis,NULL
P369,"Bacterial sepsis of newborn, unspecified",INF002,Septicemia,N,"03 Pregnancy, perinatal, and congenital malformation",Sepsis,NULL
P369,"Bacterial sepsis of newborn, unspecified",INF003,Bacterial infections,N,"03 Pregnancy, perinatal, and congenital malformation",Sepsis,NULL
R6520,Severe sepsis without septic shock,INF002,Septicemia,Y,0 Not Applicable,Sepsis,NULL
R6521,Severe sepsis with septic shock,INF002,Septicemia,Y,07 Signs/symptoms and factors influencing health status,Sepsis,NULL
T8144XA,"Sepsis following a procedure, initial encounter",INF002,Septicemia,N,01 Postprocedural or postoperative complications,Sepsis,NULL
A480,Gas gangrene,INF003,Bacterial infections,Y,0 Not Applicable,Sepsis,NULL
A483,Toxic shock syndrome,INF003,Bacterial infections,Y,0 Not Applicable,Sepsis,NULL
A200,Bubonic plague,INF003,Bacterial infections,Y,0 Not Applicable,Sepsis,NULL
A201,Cellulocutaneous plague,INF003,Bacterial infections,N,06 Infectious conditions,Sepsis,NULL
A202,Pneumonic plague,INF003,Bacterial infections,N,06 Infectious conditions,Sepsis,NULL
A203,Plague meningitis,INF003,Bacterial infections,N,06 Infectious conditions,gas gandrene,NULL
A207,Septicemic plague,INF003,Bacterial infections,N,06 Infectious conditions,Toxic shock syndrome,NULL
A208,Other forms of plague,INF003,Bacterial infections,Y,0 Not Applicable,plague,NULL
A209,"Plague, unspecified",INF003,Bacterial infections,Y,0 Not Applicable,plague,NULL
A390,Meningococcal meningitis,INF003,Bacterial infections,N,06 Infectious conditions,plague,NULL
A3950,"Meningococcal carditis, unspecified",INF003,Bacterial infections,N,06 Infectious conditions,plague,NULL
A3951,Meningococcal endocarditis,INF003,Bacterial infections,N,06 Infectious conditions,plague,NULL
A3952,Meningococcal myocarditis,INF003,Bacterial infections,N,06 Infectious conditions,plague,NULL
A3953,Meningococcal pericarditis,INF003,Bacterial infections,N,06 Infectious conditions,plague,NULL
A3981,Meningococcal encephalitis,INF003,Bacterial infections,N,06 Infectious conditions,meningitis,NULL
A4281,Actinomycotic meningitis,INF003,Bacterial infections,N,06 Infectious conditions,endocarditis,NULL
A4282,Actinomycotic encephalitis,INF003,Bacterial infections,N,06 Infectious conditions,endocarditis,NULL
G000,Hemophilus meningitis,INF003,Bacterial infections,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,endocarditis,NULL
G001,Pneumococcal meningitis,INF003,Bacterial infections,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,endocarditis,NULL
G002,Streptococcal meningitis,INF003,Bacterial infections,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,encephalitis,NULL
G003,Staphylococcal meningitis,INF003,Bacterial infections,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,meningitis,NULL
G008,Other bacterial meningitis,INF003,Bacterial infections,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,encephalitis,NULL
G009,"Bacterial meningitis, unspecified",INF003,Bacterial infections,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,meningitis,NULL
G01,Meningitis in bacterial diseases classified elsewhere,INF003,Bacterial infections,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,meningitis,NULL
G042,"Bacterial meningoencephalitis and meningomyelitis, not elsewhere classified",INF003,Bacterial infections,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,meningitis,NULL
A811,Subacute sclerosing panencephalitis,INF008,Viral infection,N,06 Infectious conditions,meningitis,NULL
A830,Japanese encephalitis,INF008,Viral infection,N,06 Infectious conditions,meningitis,NULL
A831,Western equine encephalitis,INF008,Viral infection,N,06 Infectious conditions,meningitis,NULL
