ICD-10-CM Code,ICD-10-CM Code Description,CCSR Category,CCSR Category Description,Default CCSR (Y/N/X),Rationale,Foreign body
T18190A,"Other foreign object in esophagus causing compression of trachea, initial encounter",EXT018,"External cause codes: other specified, classifiable and NEC; initial encounter",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Foreign body
T18190A,"Other foreign object in esophagus causing compression of trachea, initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Foreign body
T18198A,"Other foreign object in esophagus causing other injury, initial encounter",EXT018,"External cause codes: other specified, classifiable and NEC; initial encounter",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Foreign body
T18198A,"Other foreign object in esophagus causing other injury, initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Foreign body
T182XXA,"Foreign body in stomach, initial encounter",EXT018,"External cause codes: other specified, classifiable and NEC; initial encounter",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Foreign body
T182XXA,"Foreign body in stomach, initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Foreign body
T183XXA,"Foreign body in small intestine, initial encounter",EXT018,"External cause codes: other specified, classifiable and NEC; initial encounter",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Foreign body
T183XXA,"Foreign body in small intestine, initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Foreign body
T184XXA,"Foreign body in colon, initial encounter",EXT018,"External cause codes: other specified, classifiable and NEC; initial encounter",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Foreign body
T184XXA,"Foreign body in colon, initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Foreign body
T185XXA,"Foreign body in anus and rectum, initial encounter",EXT018,"External cause codes: other specified, classifiable and NEC; initial encounter",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Foreign body
T185XXA,"Foreign body in anus and rectum, initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Foreign body
T188XXA,"Foreign body in other parts of alimentary tract, initial encounter",EXT018,"External cause codes: other specified, classifiable and NEC; initial encounter",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Foreign body
T188XXA,"Foreign body in other parts of alimentary tract, initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Foreign body
T189XXA,"Foreign body of alimentary tract, part unspecified, initial encounter",EXT018,"External cause codes: other specified, classifiable and NEC; initial encounter",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Foreign body
T189XXA,"Foreign body of alimentary tract, part unspecified, initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Foreign body
T190XXA,"Foreign body in urethra, initial encounter",EXT018,"External cause codes: other specified, classifiable and NEC; initial encounter",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Foreign body
T190XXA,"Foreign body in urethra, initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Foreign body
T191XXA,"Foreign body in bladder, initial encounter",EXT018,"External cause codes: other specified, classifiable and NEC; initial encounter",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Foreign body
T191XXA,"Foreign body in bladder, initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Foreign body
T192XXA,"Foreign body in vulva and vagina, initial encounter",EXT018,"External cause codes: other specified, classifiable and NEC; initial encounter",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Foreign body
T192XXA,"Foreign body in vulva and vagina, initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Foreign body
T193XXA,"Foreign body in uterus, initial encounter",EXT018,"External cause codes: other specified, classifiable and NEC; initial encounter",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Foreign body
T193XXA,"Foreign body in uterus, initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Foreign body
T194XXA,"Foreign body in penis, initial encounter",EXT018,"External cause codes: other specified, classifiable and NEC; initial encounter",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Foreign body
T194XXA,"Foreign body in penis, initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Foreign body
T198XXA,"Foreign body in other parts of genitourinary tract, initial encounter",EXT018,"External cause codes: other specified, classifiable and NEC; initial encounter",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Foreign body
T198XXA,"Foreign body in other parts of genitourinary tract, initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Foreign body
T199XXA,"Foreign body in genitourinary tract, part unspecified, initial encounter",EXT018,"External cause codes: other specified, classifiable and NEC; initial encounter",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Foreign body
T199XXA,"Foreign body in genitourinary tract, part unspecified, initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Foreign body
T360X1A,"Poisoning by penicillins, accidental (unintentional), initial encounter",EXT014,External cause codes: poisoning by drug,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Poisoning/Medicine
T360X1A,"Poisoning by penicillins, accidental (unintentional), initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Poisoning/Medicine
T360X2A,"Poisoning by penicillins, intentional self-harm, initial encounter",EXT014,External cause codes: poisoning by drug,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Poisoning/Medicine
T360X2A,"Poisoning by penicillins, intentional self-harm, initial encounter",EXT021,"External cause codes: intent of injury, self-harm",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Poisoning/Medicine
T360X3A,"Poisoning by penicillins, assault, initial encounter",EXT014,External cause codes: poisoning by drug,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Poisoning/Medicine
T360X3A,"Poisoning by penicillins, assault, initial encounter",EXT022,"External cause codes: intent of injury, assault",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Poisoning/Medicine
T360X4A,"Poisoning by penicillins, undetermined, initial encounter",EXT014,External cause codes: poisoning by drug,N,08 Suicidal ideation/attempt/intentional self-harm,Poisoning/Medicine
T360X4A,"Poisoning by penicillins, undetermined, initial encounter",EXT023,"External cause codes: intent of injury, undetermined",N,08 Suicidal ideation/attempt/intentional self-harm,Poisoning/Medicine
T361X1A,"Poisoning by cephalosporins and other beta-lactam antibiotics, accidental (unintentional), initial encounter",EXT014,External cause codes: poisoning by drug,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Poisoning/Medicine
T361X1A,"Poisoning by cephalosporins and other beta-lactam antibiotics, accidental (unintentional), initial encounter",EXT020,"External cause codes: intent of injury, accidental/unintentional",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Poisoning/Medicine
T361X2A,"Poisoning by cephalosporins and other beta-lactam antibiotics, intentional self-harm, initial encounter",EXT014,External cause codes: poisoning by drug,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Poisoning/Medicine
T361X2A,"Poisoning by cephalosporins and other beta-lactam antibiotics, intentional self-harm, initial encounter",EXT021,"External cause codes: intent of injury, self-harm",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Poisoning/Medicine
T361X3A,"Poisoning by cephalosporins and other beta-lactam antibiotics, assault, initial encounter",EXT014,External cause codes: poisoning by drug,N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Poisoning/Medicine
T361X3A,"Poisoning by cephalosporins and other beta-lactam antibiotics, assault, initial encounter",EXT022,"External cause codes: intent of injury, assault",N,12 Only one CCSR category matches the ICD-10-CM codebook chapter,Poisoning/Medicine
