ICD-10-CM Code,ICD-10-CM Code Description,CCSR Category,CCSR Category Description,Default CCSR (Y/N/X),Rationale,Comment
F00ZBNZ,Motor Speech Assessment using Biosensory Feedback Equipment,NULL,Diagnostic physical therapy,NULL,NULL,Rehabilitation care;
F00ZBPZ,Motor Speech Assessment using Computer,NULL,Diagnostic physical therapy,NULL,NULL,Rehabilitation care;
F00ZBQZ,Motor Speech Assessment using Speech Analysis Equipment,NULL,Diagnostic physical therapy,NULL,NULL,Rehabilitation care;
F00ZBTZ,Motor Speech Assessment using Aerodynamic Function Equipment,NULL,Diagnostic physical therapy,NULL,NULL,Rehabilitation care;
F00ZBYZ,Motor Speech Assessment using Other Equipment,NULL,Diagnostic physical therapy,NULL,NULL,Rehabilitation care;
F00ZBZZ,Motor Speech Assessment,NULL,Diagnostic physical therapy,NULL,NULL,Rehabilitation care;
F00ZCKZ,Aphasia Assessment using Audiovisual Equipment,NULL,Diagnostic physical therapy,NULL,NULL,Rehabilitation care;
F00ZCMZ,Aphasia Assessment using Augment Comm Equipment,NULL,Diagnostic physical therapy,NULL,NULL,Rehabilitation care;
F00ZCPZ,Aphasia Assessment using Computer,NULL,Diagnostic physical therapy,NULL,NULL,Rehabilitation care;
F00ZCYZ,Aphasia Assessment using Other Equipment,NULL,Diagnostic physical therapy,NULL,NULL,Rehabilitation care;
F00ZCZZ,Aphasia Assessment,NULL,Diagnostic physical therapy,NULL,NULL,Rehabilitation care;
F00ZDKZ,Fluency Assessment using Audiovisual Equipment,NULL,Diagnostic physical therapy,NULL,NULL,Rehabilitation care;
F00ZDNZ,Fluency Assessment using Biosensory Feedback Equipment,NULL,Diagnostic physical therapy,NULL,NULL,Rehabilitation care;
F00ZDPZ,Fluency Assessment using Computer,NULL,Diagnostic physical therapy,NULL,NULL,Rehabilitation care;
F00ZDQZ,Fluency Assessment using Speech Analysis Equipment,NULL,Diagnostic physical therapy,NULL,NULL,Rehabilitation care;
F00ZDSZ,Fluency Assessment using Voice Analysis Equipment,NULL,Diagnostic physical therapy,NULL,NULL,Rehabilitation care;
F00ZDTZ,Fluency Assessment using Aerodynamic Function Equipment,NULL,Diagnostic physical therapy,NULL,NULL,Rehabilitation care;
F00ZDYZ,Fluency Assessment using Other Equipment,NULL,Diagnostic physical therapy,NULL,NULL,Rehabilitation care;
F00ZDZZ,Fluency Assessment,NULL,Diagnostic physical therapy,NULL,NULL,Rehabilitation care;
F00ZFKZ,Voice Assessment using Audiovisual Equipment,NULL,Diagnostic physical therapy,NULL,NULL,Rehabilitation care;
F00ZFNZ,Voice Assessment using Biosensory Feedback Equipment,NULL,Diagnostic physical therapy,NULL,NULL,Rehabilitation care;
F00ZFPZ,Voice Assessment using Computer,NULL,Diagnostic physical therapy,NULL,NULL,Rehabilitation care;
F00ZFSZ,Voice Assessment using Voice Analysis Equipment,NULL,Diagnostic physical therapy,NULL,NULL,Rehabilitation care;
F00ZFTZ,Voice Assessment using Aerodynamic Function Equipment,NULL,Diagnostic physical therapy,NULL,NULL,Rehabilitation care;
F00ZFYZ,Voice Assessment using Other Equipment,NULL,Diagnostic physical therapy,NULL,NULL,Rehabilitation care;
F00ZFZZ,Voice Assessment,NULL,Diagnostic physical therapy,NULL,NULL,Rehabilitation care;
F00ZGKZ,Comm/Cognit Skill Assessment using AV Equipment,NULL,Diagnostic physical therapy,NULL,NULL,Rehabilitation care;
F00ZGMZ,Comm/Cognit Skill Assessment using Augment Comm Equipment,NULL,Diagnostic physical therapy,NULL,NULL,Rehabilitation care;
F00ZGPZ,Comm/Cognit Skill Assessment using Computer,NULL,Diagnostic physical therapy,NULL,NULL,Rehabilitation care;
F00ZGYZ,Comm/Cognit Skill Assessment using Oth Equip,NULL,Diagnostic physical therapy,NULL,NULL,Rehabilitation care;
F00ZGZZ,Communicative/Cognitive Integration Skills Assessment,NULL,Diagnostic physical therapy,NULL,NULL,Rehabilitation care;
F00ZHYZ,Bedside Swal/Oral Funct Assessment using Oth Equip,NULL,Diagnostic physical therapy,NULL,NULL,Rehabilitation care;
F00ZHZZ,Bedside Swallowing and Oral Function Assessment,NULL,Diagnostic physical therapy,NULL,NULL,Rehabilitation care;
F00ZJTZ,Instru Swal/Oral Funct Assess w Aerodynam Funct Equip,NULL,Diagnostic physical therapy,NULL,NULL,Rehabilitation care;
F00ZJWZ,Instru Swal/Oral Funct Assessment using Swallow Equipment,NULL,Diagnostic physical therapy,NULL,NULL,Rehabilitation care;
F00ZJYZ,Instru Swal/Oral Funct Assessment using Oth Equip,NULL,Diagnostic physical therapy,NULL,NULL,Rehabilitation care;
F00ZKKZ,Orofacial Myofunctional Assessment using AV Equipment,NULL,Diagnostic physical therapy,NULL,NULL,Rehabilitation care;
F00ZKPZ,Orofacial Myofunctional Assessment using Computer,NULL,Diagnostic physical therapy,NULL,NULL,Rehabilitation care;
F00ZKYZ,Orofacial Myofunctional Assessment using Other Equipment,NULL,Diagnostic physical therapy,NULL,NULL,Rehabilitation care;
F00ZKZZ,Orofacial Myofunctional Assessment,NULL,Diagnostic physical therapy,NULL,NULL,Rehabilitation care;
F00ZLKZ,Augment/Alt Comm Sys Assessment using AV Equipment,NULL,Diagnostic physical therapy,NULL,NULL,Rehabilitation care;
F00ZLMZ,Augment/Alt Comm Sys Assessment using Augment Comm Equipment,NULL,Diagnostic physical therapy,NULL,NULL,Rehabilitation care;
F00ZLPZ,Augment/Alt Comm Sys Assessment using Computer,NULL,Diagnostic physical therapy,NULL,NULL,Rehabilitation care;
F00ZLYZ,Augment/Alt Comm Sys Assessment using Oth Equip,NULL,Diagnostic physical therapy,NULL,NULL,Rehabilitation care;
F00ZLZZ,Augmentative/Alternative Communication System Assessment,NULL,Diagnostic physical therapy,NULL,NULL,Rehabilitation care;
F00ZMKZ,Voice Prosthetic Assessment using Audiovisual Equipment,NULL,Diagnostic physical therapy,NULL,NULL,Rehabilitation care;
F00ZMPZ,Voice Prosthetic Assessment using Computer,NULL,Diagnostic physical therapy,NULL,NULL,Rehabilitation care;
F00ZMSZ,Voice Prosthetic Assessment using Voice Analysis Equipment,NULL,Diagnostic physical therapy,NULL,NULL,Rehabilitation care;
F00ZMVZ,Voice Prosthetic Assessment using Speech Prosthesis,NULL,Diagnostic physical therapy,NULL,NULL,Rehabilitation care;
F00ZMYZ,Voice Prosthetic Assessment using Other Equipment,NULL,Diagnostic physical therapy,NULL,NULL,Rehabilitation care;
F00ZMZZ,Voice Prosthetic Assessment,NULL,Diagnostic physical therapy,NULL,NULL,Rehabilitation care;
F00ZNNZ,Non-inv Instrument Status Assess w Biosensory Feedback Equip,NULL,Diagnostic physical therapy,NULL,NULL,Rehabilitation care;
F00ZNPZ,Non-invasive Instrumental Status Assessment using Computer,NULL,Diagnostic physical therapy,NULL,NULL,Rehabilitation care;
F00ZNQZ,Non-inv Instrument Status Assess w Speech Analysis Equip,NULL,Diagnostic physical therapy,NULL,NULL,Rehabilitation care;
F00ZNSZ,Non-inv Instrument Status Assess w Voice Analysis Equip,NULL,Diagnostic physical therapy,NULL,NULL,Rehabilitation care;
F00ZNTZ,Non-inv Instrument Status Assess w Aerodynam Funct Equip,NULL,Diagnostic physical therapy,NULL,NULL,Rehabilitation care;
F00ZNYZ,Non-invasive Instrumental Status Assessment using Oth Equip,NULL,Diagnostic physical therapy,NULL,NULL,Rehabilitation care;
F00ZPYZ,Oral Peripheral Mechanism Assessment using Other Equipment,NULL,Diagnostic physical therapy,NULL,NULL,Rehabilitation care;
F00ZPZZ,Oral Peripheral Mechanism Assessment,NULL,Diagnostic physical therapy,NULL,NULL,Rehabilitation care;
F00ZQ1Z,Phonet Bal Speech Discrim Assessment using Audiometer,NULL,Diagnostic physical therapy,NULL,NULL,Rehabilitation care;
F00ZQ2Z,Phonet Bal Speech Discrim Assessment using Sound Field/Booth,NULL,Diagnostic physical therapy,NULL,NULL,Rehabilitation care;
F00ZQKZ,Phonet Bal Speech Discrim Assessment using AV Equipment,NULL,Diagnostic physical therapy,NULL,NULL,Rehabilitation care;
F00ZQZZ,Phonet Bal Speech Discrim Assessment,NULL,Diagnostic physical therapy,NULL,NULL,Rehabilitation care;
F00ZR1Z,Brief Tone Stimuli Assessment using Audiometer,NULL,Diagnostic physical therapy,NULL,NULL,Rehabilitation care;
F00ZR2Z,Brief Tone Stimuli Assessment using Sound Field / Booth,NULL,Diagnostic physical therapy,NULL,NULL,Rehabilitation care;
F00ZRKZ,Brief Tone Stimuli Assessment using Audiovisual Equipment,NULL,Diagnostic physical therapy,NULL,NULL,Rehabilitation care;
F00ZRZZ,Brief Tone Stimuli Assessment,NULL,Diagnostic physical therapy,NULL,NULL,Rehabilitation care;
F00ZS1Z,Distorted Speech Assessment using Audiometer,NULL,Diagnostic physical therapy,NULL,NULL,Rehabilitation care;
F00ZS2Z,Distorted Speech Assessment using Sound Field / Booth,NULL,Diagnostic physical therapy,NULL,NULL,Rehabilitation care;
F00ZSKZ,Distorted Speech Assessment using Audiovisual Equipment,NULL,Diagnostic physical therapy,NULL,NULL,Rehabilitation care;
F00ZSZZ,Distorted Speech Assessment,NULL,Diagnostic physical therapy,NULL,NULL,Rehabilitation care;
F00ZT1Z,Dichotic Stimuli Assessment using Audiometer,NULL,Diagnostic physical therapy,NULL,NULL,Rehabilitation care;
F00ZT2Z,Dichotic Stimuli Assessment using Sound Field / Booth,NULL,Diagnostic physical therapy,NULL,NULL,Rehabilitation care;
F00ZTKZ,Dichotic Stimuli Assessment using Audiovisual Equipment,NULL,Diagnostic physical therapy,NULL,NULL,Rehabilitation care;
F00ZTZZ,Dichotic Stimuli Assessment,NULL,Diagnostic physical therapy,NULL,NULL,Rehabilitation care;
F00ZV1Z,Temporal Ordering of Stimuli Assessment using Audiometer,NULL,Diagnostic physical therapy,NULL,NULL,Rehabilitation care;
F00ZV2Z,Temporal Order Stimuli Assessment using Sound Field/Booth,NULL,Diagnostic physical therapy,NULL,NULL,Rehabilitation care;
F00ZVKZ,Temporal Ordering of Stimuli Assessment using AV Equipment,NULL,Diagnostic physical therapy,NULL,NULL,Rehabilitation care;
F00ZVZZ,Temporal Ordering of Stimuli Assessment,NULL,Diagnostic physical therapy,NULL,NULL,Rehabilitation care;
F00ZW1Z,Masking Patterns Assessment using Audiometer,NULL,Diagnostic physical therapy,NULL,NULL,Rehabilitation care;
F00ZW2Z,Masking Patterns Assessment using Sound Field / Booth,NULL,Diagnostic physical therapy,NULL,NULL,Rehabilitation care;
F00ZWKZ,Masking Patterns Assessment using Audiovisual Equipment,NULL,Diagnostic physical therapy,NULL,NULL,Rehabilitation care;
F00ZWZZ,Masking Patterns Assessment,NULL,Diagnostic physical therapy,NULL,NULL,Rehabilitation care;
F00ZXZZ,Other Specified Central Auditory Processing Assessment,NULL,Diagnostic physical therapy,NULL,NULL,Rehabilitation care;
F0100EZ,"Muscle Perform Assessment of Neuro Head, Neck using Orthosis",NULL,Diagnostic physical therapy,NULL,NULL,Rehabilitation care;
F0100FZ,"Muscle Perform Assess Neuro Head, Neck w Assist Equip",NULL,Diagnostic physical therapy,NULL,NULL,Rehabilitation care;
F0100UZ,"Muscle Perform Assess Neuro Head, Neck w Prosthesis",NULL,Diagnostic physical therapy,NULL,NULL,Rehabilitation care;
F0100YZ,"Muscle Perform Assess Neuro Head, Neck w Oth Equip",NULL,Diagnostic physical therapy,NULL,NULL,Rehabilitation care;
F0100ZZ,"Muscle Performance Assessment of Neuro Head, Neck",NULL,Diagnostic physical therapy,NULL,NULL,Rehabilitation care;
F0101ZZ,"Integumentary Integrity Assessment of Neuro Head, Neck",NULL,Diagnostic physical therapy,NULL,NULL,Rehabilitation care;
F0103ZZ,"Coordination/Dexterity Assessment of Neuro Head, Neck",NULL,Diagnostic physical therapy,NULL,NULL,Rehabilitation care;
F0104ZZ,"Motor Function Assessment of Neuro Head, Neck",NULL,Diagnostic physical therapy,NULL,NULL,Rehabilitation care;
F0105YZ,"ROM/Jt Integrity Assess Neuro Head, Neck w Oth Equip",NULL,Diagnostic physical therapy,NULL,NULL,Rehabilitation care;
F0105ZZ,"ROM/Jt Integrity Assessment of Neuro Head, Neck",NULL,Diagnostic physical therapy,NULL,NULL,Rehabilitation care;
F0106YZ,"Sensory/Processing Assess Neuro Head, Neck w Oth Equip",NULL,Diagnostic physical therapy,NULL,NULL,Rehabilitation care;
F0106ZZ,"Sensory/Processing Assessment of Neuro Head, Neck",NULL,Diagnostic physical therapy,NULL,NULL,Rehabilitation care;
F010GZZ,"Reflex Integrity Assessment of Neuro Head, Neck",NULL,Diagnostic physical therapy,NULL,NULL,Rehabilitation care;
F0110EZ,Muscle Perform Assessment of Neuro Up Back/UE using Orthosis,NULL,Diagnostic physical therapy,NULL,NULL,Rehabilitation care;
F0110FZ,Muscle Perform Assess Neuro Up Back/UE w Assist Equip,NULL,Diagnostic physical therapy,NULL,NULL,Rehabilitation care;
F0110UZ,Muscle Perform Assess Neuro Up Back/UE w Prosthesis,NULL,Diagnostic physical therapy,NULL,NULL,Rehabilitation care;
F0110YZ,Muscle Perform Assess Neuro Up Back/UE w Oth Equip,NULL,Diagnostic physical therapy,NULL,NULL,Rehabilitation care;
